SSN,Psa asand,Psa asilt,Psa aclay,Psa c1clay,Psa c1silt,Psa c1sand,Psa c2clay,Psa c2silt,Psa c2sand,Psa c3clay,Psa c3silt,Psa c3sand,Psa c4clay,Psa c4silt,Psa c4sand,Psa w1clay,Psa w1silt,Psa w1sand,Psa w2clay,Psa w2silt,Psa w2sand,Psa w3clay,Psa w3silt,Psa w3sand,Psa w4clay,Psa w4silt,Psa w4sand,A brooks,B brooks,Alpha brooks,Wcvfri,Sucjkgi,Wcvfrsat,Wcvfrfc10,Wcvfrfc33,Wcvfrwp1500,Wcvfrairdry,Awc1,Awc2,Ksat,Volfr,Lshrinkpct,Plwcgpct,Llwcgpct,Piwcgpct,Total nitrogen,Total carbon,Acidified nitrogen,Acidified carbon
icr072617,93.705,3.04,3.255,29.09,27.47,43.44,28.27,11.48,60.25,27.57,10.21,62.22,23.56,9.52,66.92,0,0,0,0,0,0,0,0,0,0,0,0,0.890829,2.411097,-0.414749,0.123349,1.403212,0.148928,0.054627,0.033293,0.006837,0.001812,0.04779,0.026456,1.219687,1.0885,2.142857,,36.111155,,0.022074242,0.362627774,0.024196466,0.368841857
icr072636,88.96,5.74,5.295,22.16,27.29,50.55,23.19,16.21,60.6,21.09,14.71,64.21,19.33,13.84,66.83,0,0,0,0,0,0,0,0,0,0,0,0,0.480014,2.997165,-0.333649,0.150804,0.76222,0.175962,0.063888,0.042896,0.012005,0.002947,0.051883,0.030891,2.320054,1.2645,0,,,,0.026903705,0.534724012,0.029407216,0.505163819
icr072637,92.355,3.935,3.71,28.45,27.31,44.24,28.7,13.4,57.91,21.89,10.83,67.27,21.15,10.2,68.65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.023101196,0.381150022,0.024335403,0.395313978
icr072656,89.84,5.445,4.715,26.68,19.2,54.12,22.7,15.01,62.29,21.03,14.28,64.69,20.05,13.9,66.04,0,0,0,0,0,0,0,0,0,0,0,0,2.674162,3.767472,-0.26543,0.119074,4.276473,0.134877,0.095038,0.069226,0.025136,0.005731,0.069902,0.04409,0.265061,1.1925,2.857143,,46.429389,,0.020344825,0.354943857,0.02418677,0.371957183
icr072657,95.49,2.065,2.44,32.49,13.53,53.98,31.69,10.69,57.61,24.23,10.39,65.37,25.7,10.66,63.64,0,0,0,0,0,0,0,0,0,0,0,0,0.36662,2.266591,-0.441191,0.130808,0.576021,0.159663,0.037132,0.021927,0.004071,0.002406,0.033061,0.017857,2.103074,1.036,3.571429,,48.179472,,0.020041277,0.272414237,0.022869673,0.301790819
icr072676,87.875,6.09,6.035,13.56,26.6,59.84,18.22,16.47,65.31,17.55,15.27,67.19,14.86,13.86,71.28,0,0,0,0,0,0,0,0,0,0,0,0,0.322786,3.407541,-0.293467,0.08765,0.514679,0.100511,0.036697,0.02585,0.008434,0.001816,0.028263,0.017416,0.375079,1.304,0,,,,0.038498528,0.515635252,0.042217774,0.546910316
icr072677,92.7,3.595,3.7,25.76,24.11,50.12,23.25,10.54,66.22,18.68,8.56,72.76,19.72,7.73,72.55,0,0,0,0,0,0,0,0,0,0,0,0,0.546194,2.156365,-0.463743,0.072825,0.856326,0.089711,0.023297,0.013392,0.002281,0.00161,0.021016,0.011111,0.260184,1.2065,0,,,,0.018372499,0.249316029,0.017115796,0.227952674
icr072696,85.105,6.17,8.725,11.77,21.43,66.79,19.54,15.52,64.94,21.27,13.34,65.39,22.33,13.85,63.82,0,0,0,0,0,0,0,0,0,0,0,0,0.195985,3.531232,-0.283187,0.191024,0.312831,0.218072,0.071611,0.051067,0.017328,0.004805,0.054283,0.03374,5.415365,1.362,0,,,,0.03255192,0.496584579,0.031462879,0.470093399
icr072697,83.84,7.055,9.105,20.89,22.83,56.28,22.59,10.01,67.4,19.5,9.16,71.34,17.98,9.06,72.96,0,0,0,0,0,0,0,0,0,0,0,0,0.051118,5.732945,-0.17443,0.294661,0.08256,0.32036,0.127627,0.103633,0.053256,0.010961,0.074372,0.050377,15.047234,1.405,0,,,,0.014298101,0.214894347,0.014844196,0.220882945
icr072716,83.515,6.495,9.985,13.14,24.79,62.07,24.72,12.25,63.03,25.26,11.19,63.55,16.18,8.34,75.49,0,0,0,0,0,0,0,0,0,0,0,0,0,9.572538,-0.104466,0.295683,1.00E-06,0.311128,0.051288,0.045274,0.030387,0.004384,0.020901,0.014887,31.577575,1.3865,0,,,,0.020559507,0.323854297,0.02225387,0.320323646
icr072717,81.65,7.83,10.525,23.17,19.21,57.62,29.15,8.23,62.62,26.84,7.58,65.58,25.5,7.69,66.81,0,0,0,0,0,0,0,0,0,0,0,0,0.149159,3.449778,-0.289874,0.236438,0.237921,0.270707,0.08,0.056596,0.01872,0.002979,0.06128,0.037876,12.118396,1.373,0,,,,0.015181504,0.198681951,0.014247183,0.188011356
icr072736,89.135,4.945,5.92,17.96,25.91,56.14,19.46,13.34,67.2,18.03,11.89,70.08,16.53,11.04,72.43,0,0,0,0,0,0,0,0,0,0,0,0,0.004966,4.090689,-0.244458,0.244234,0.007959,0.274087,0.042678,0.031875,0.012538,0.002223,0.030139,0.019336,19.391303,1.3325,0,,,,0.026214024,0.364379123,0.030680688,0.377927959
icr072737,92.035,4.095,3.865,36.44,23.51,40.05,30.76,10.44,58.8,26.64,9.35,64.01,22.99,8.84,68.17,0,0,0,0,0,0,0,0,0,0,0,0,0.020445,4.05607,-0.246544,0.215406,0.03276,0.241959,0.052563,0.03916,0.015282,0.002113,0.037281,0.023878,10.86215,1.191,2.142857,,29.058938,,0.025740458,0.445266098,0.023696702,0.392674059
icr072756,84.41,6.11,9.485,15.38,22.14,62.48,25.21,14.49,60.3,20.37,11.43,68.2,20.99,10.18,68.83,0,0,0,0,0,0,0,0,0,0,0,0,0.009106,11.283116,-0.088628,0.501015,0.014852,0.523217,0.281314,0.253068,0.180439,0.038162,0.100876,0.072629,33.883899,1.369,0,,,,0.026464367,0.418224812,0.0262408,0.395770758
icr072757,76.33,10.525,13.14,29.95,15.32,54.73,29.73,7.85,62.42,21.62,6.19,72.19,20.33,5.9,73.77,0,0,0,0,0,0,0,0,0,0,0,0,0.018195,9.917052,-0.100836,0.53905,0.029635,0.566228,0.299706,0.265711,0.180828,0.036492,0.118878,0.084883,46.399558,1.3715,0,,,,0.014822536,0.218759879,0.018124168,0.229889095
icr072776,81.925,6.575,11.495,30.19,13.45,56.36,19.76,6.18,74.06,18.43,5.6,75.97,17.52,5.38,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0.017007,4.597327,-0.217518,0.285366,0.027338,0.316402,0.079041,0.060963,0.026578,0.00729,0.052464,0.034386,23.905244,1.3815,0,,,,0.02402324,0.38457875,0.024870444,0.387261763
icr072777,84.9,7.21,7.895,27.39,28.98,43.63,35.36,10.19,54.45,32.66,9.54,57.8,29.26,8.85,61.89,0,0,0,0,0,0,0,0,0,0,0,0,0.075645,6.143406,-0.162776,0.295335,0.122332,0.319372,0.144216,0.118744,0.063797,0.010729,0.080419,0.054947,11.999975,1.3275,1.428571,,37.088737,,0.023399212,0.299394354,0.027303743,0.301972032
icr072796,84.205,6.995,8.81,14.84,24.69,60.46,20.43,16.29,63.28,19.05,14.84,66.11,16.48,13.56,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0.229853,3.210472,-0.311481,0.18457,0.365814,0.213315,0.065864,0.045409,0.01383,0.002313,0.052033,0.031578,5.240652,1.336,0,,,,0.024066321,0.327227324,0.024593977,0.296944514
icr072797,86.67,6.34,6.99,24.89,27.36,47.75,28.21,11.35,60.44,26.21,10.39,63.4,24.88,10.14,64.98,0,0,0,0,0,0,0,0,0,0,0,0,0.002505,8.649973,-0.115607,0.317295,0.004073,0.335636,0.12869,0.112098,0.072106,0.010235,0.056584,0.039992,18.129633,1.341,0,,,,0.021146025,0.296442926,0.022250061,0.278980598
icr072816,79.665,9.415,10.925,10.12,25.28,64.6,17.21,17.01,65.78,19.27,15.75,64.98,19.26,14.89,65.85,0,0,0,0,0,0,0,0,0,0,0,0,0.004289,6.694744,-0.149371,0.241537,0.006947,0.259577,0.081516,0.068201,0.038565,0.003488,0.042951,0.029636,10.566991,1.3535,0,,,,0.039283101,0.483281553,0.042549716,0.496772155
icr072817,81.605,9.355,9.04,10.53,39.07,50.39,26.17,17.36,56.47,27.14,13.05,59.81,24.47,12.31,63.22,0,0,0,0,0,0,0,0,0,0,0,0,0.069583,6.882429,-0.145298,0.378556,0.112752,0.406058,0.197292,0.165871,0.095264,0.017041,0.102028,0.070607,21.737058,1.3515,0,,,,0.024310282,0.27357097,0.027444066,0.289438233
icr072836,87.095,5.765,7.14,15.04,28.09,56.87,19.4,17.98,62.62,18.85,16.17,64.98,14.56,13.11,72.33,0,0,0,0,0,0,0,0,0,0,0,0,0.05884,9.15883,-0.109184,0.356357,0.095741,0.375811,0.214512,0.188295,0.124124,0.021691,0.090388,0.064171,10.599818,1.3575,0,,,,0.031811263,0.434857786,0.035097541,0.475719094
icr072837,92.33,3.715,3.955,20.4,36.43,43.17,29.91,14.63,55.46,25.67,10.64,63.69,18.03,9.31,72.66,0,0,0,0,0,0,0,0,0,0,0,0,0.089249,8.049645,-0.124229,0.418324,0.144969,0.444308,0.247223,0.213145,0.132665,0.025806,0.114559,0.08048,19.874298,1.219,0,,,,0.017156286,0.255938604,0.02234671,0.282282397
icr072856,90.145,4.55,5.305,10.59,21.07,68.34,14.35,15.46,70.19,14.63,13.38,71.99,13.03,11.59,75.38,0,0,0,0,0,0,0,0,0,0,0,0,0.000312,5.734228,-0.174391,0.310461,0.000503,0.337532,0.055265,0.044877,0.023065,0.005836,0.0322,0.021812,39.044836,1.4035,0,,,,0.0184375,0.236164652,0.023481707,0.236571908
icr072857,92.34,3.555,4.11,7.74,30.34,61.91,25.78,22.45,51.77,29.85,11.8,58.36,25.47,8.84,65.69,0,0,0,0,0,0,0,0,0,0,0,0,0.083993,15.130178,-0.066093,0.716433,0.137366,0.740108,0.539637,0.498691,0.387505,0.080618,0.152132,0.111186,24.720967,1.273,1.428571,,31.444393,,0.014327293,0.175657079,0.02228345,0.185417973
icr072876,86.655,5.885,7.46,11.29,21.04,67.67,17.68,13.32,69.01,17.72,11.95,70.33,17,10.44,72.56,0,0,0,0,0,0,0,0,0,0,0,0,0.022689,4.531024,-0.220701,0.309499,0.036458,0.343652,0.089649,0.068883,0.029667,0.004397,0.059982,0.039215,30.105363,1.3585,0,,,,0.041691586,0.440336019,0.042492611,0.441420838
icr072877,88.465,5.325,6.21,19.18,29.96,50.87,30.39,9.27,60.34,24.69,7.6,67.71,25.4,7.77,66.83,0,0,0,0,0,0,0,0,0,0,0,0,0.177106,2.495259,-0.40076,0.141476,0.279353,0.169825,0.033726,0.020901,0.004528,0.004086,0.029198,0.016373,2.971708,1.3385,0,,,,0.020265687,0.229974851,0.020183463,0.22534097
icr072896,84.045,6.15,9.805,12.19,17.74,70.07,17.12,13.38,69.5,18.32,11.99,69.69,17.72,11.28,71,0,0,0,0,0,0,0,0,0,0,0,0,0.136832,5.52735,-0.180919,0.254843,0.220836,0.277896,0.127845,0.103009,0.05164,0.010772,0.076205,0.051369,7.530591,1.3845,0,,,,0.028512886,0.401227206,0.030426779,0.398344025
icr072897,82.345,8.085,9.565,26.47,20.2,53.33,25.21,9.84,64.95,22.37,8.9,68.73,21.22,8.84,69.94,0,0,0,0,0,0,0,0,0,0,0,0,0.089403,6.721905,-0.148767,0.325472,0.144811,0.349682,0.173341,0.145132,0.082256,0.017446,0.091085,0.062876,13.044431,1.3785,0,,,,0.017070195,0.212989844,0.018500299,0.20685824
icr072948,87.075,7.185,5.74,3.21,16.44,80.35,11.92,26.61,61.48,24.46,26,49.54,37.13,23.77,39.11,3.23,15,81.77,7.85,22.25,69.9,11.35,25.12,63.53,12.48,23.01,64.51,0.380756,5.926784,-0.168726,0.397475,0.615346,0.431007,0.248315,0.20301,0.106621,0.012164,0.141695,0.096389,17.824349,1.028,2.857143,,27.626365,,0.076623254,1.498146415,0.067712445,1.466116905
icr072949,83.49,9.71,6.805,3.42,22.39,74.19,15.61,29.57,54.81,33.05,26.07,40.88,49.11,18.46,32.43,3.3,18.11,78.59,8.35,25.41,66.24,11.27,27.34,61.39,13.65,28.2,58.16,0.016505,6.997561,-0.142907,0.409163,0.026751,0.438399,0.175487,0.147961,0.085757,0.010865,0.089731,0.062204,39.626575,1.15,2.857143,,20.204062,,0.055376271,1.115357041,0.05391052,1.127963126
icr072968,82.44,8.525,9.035,8.16,25.18,66.65,31.51,29.63,38.85,41.37,24.77,33.86,45.86,22.02,32.12,6.58,22.3,71.12,20.4,30.43,49.17,27.25,28.34,44.41,31.51,26.51,41.97,0.034546,10.308871,-0.097004,0.41824,0.056292,0.438526,0.253053,0.225379,0.15564,0.012283,0.097412,0.069739,16.087038,1.0625,2.142857,,40.120929,,0.072843708,1.291604698,0.072501253,1.295941412
icr072969,84.49,7.185,8.33,30.57,29.43,40.01,65.71,16.76,17.53,68.11,15.02,16.86,61.41,14.05,24.54,5.79,25.47,68.74,18.2,33.98,47.82,29.51,34.22,36.27,40.28,33.39,26.34,0.030449,7.61312,-0.131352,0.432873,0.049418,0.461302,0.2155,0.184221,0.111587,0.013826,0.103913,0.072634,34.68683,1.052,5,,41.707657,,0.036257159,0.639416516,0.037219513,0.601076007
icr072988,81.2,8.605,10.2,6.17,20.86,72.97,25.42,25.58,49,32.73,19.62,47.65,40.37,16.86,42.77,5.03,17.76,77.21,11.93,25.9,62.18,16.12,26.32,57.57,19.56,27.19,53.25,0.526037,7.412888,-0.1349,0.371863,0.853402,0.396945,0.266806,0.227116,0.135719,0.011349,0.131087,0.091397,7.442579,1.173,2.857143,,43.559471,,0.067226704,1.329867661,0.060596621,1.146055579
icr072989,86.275,7.38,6.345,4.96,20.33,74.71,26.41,30.28,43.31,45.86,27.32,26.82,58.16,21.46,20.38,3.7,17.44,78.86,10.08,25.3,64.62,14.61,27.38,58.01,17.06,27.36,55.58,0.027828,11.186972,-0.08939,0.467529,0.045386,0.488425,0.288643,0.259425,0.184434,0.016318,0.104209,0.074991,20.316139,0.972,3.571429,,38.735776,,0.090886105,1.894930661,0.089710895,1.917241037
icr073008,77.885,11.375,10.74,10.3,35.73,53.97,59.84,23.34,16.82,71.2,15.09,13.72,73.79,12.72,13.49,5.03,27.38,67.58,18.05,36.19,45.76,28.87,36.33,34.81,38.09,35.09,26.82,0.250999,7.632484,-0.131019,0.423165,0.407384,0.450886,0.278223,0.237935,0.144306,0.013843,0.133917,0.093629,15.219054,1.034,3.571429,,35.845944,,0.029398978,0.59051919,0.028429925,0.546193361
icr073009,77.645,10.925,11.43,9.54,28.3,62.16,52.4,24.67,22.93,68.85,15.54,15.61,70.97,14.18,14.85,6.23,24.55,69.22,20.03,34.02,45.95,29.78,35.65,34.56,36.28,34.86,28.86,0.416964,8.035162,-0.124453,0.425852,0.677264,0.452352,0.304609,0.26255,0.163276,0.015335,0.141333,0.099274,10.730906,1.0275,3.571429,,28.740121,,0.058888923,1.07496345,0.053650819,1.00179857
icr073028,86.155,7.605,6.245,2.39,12.58,85.03,6.23,19.18,74.59,8.8,20.73,70.48,10.67,20.57,68.76,1.95,11.32,86.72,5.03,17.52,77.45,6.99,19.32,73.69,7.84,18.3,73.86,0.210844,5.555984,-0.179986,0.356163,0.34032,0.388215,0.193825,0.156345,0.078658,0.007331,0.115167,0.077687,18.494666,1.1975,2.857143,,35.147661,,0.061600652,1.141942799,0.058398159,1.014245659
icr073029,86.885,6.72,6.395,2.77,11.78,85.45,7.21,19.43,73.36,10.22,20.53,69.25,12.34,19.78,67.88,2.37,9.88,87.74,5.49,16.51,78,7.1,18.05,74.85,8.41,18.89,72.7,0.166527,4.378616,-0.228383,0.344855,0.267364,0.384235,0.150805,0.114814,0.048021,0.006735,0.102783,0.066793,27.974989,1.28,3.571429,,20.694682,,0.032225213,0.61190775,0.029514047,0.55055818
icr073048,82.445,8.52,9.035,5.95,21.68,72.37,21.32,28.99,49.69,32.05,26.59,41.36,37.71,23.87,38.42,5.03,20.45,74.52,13.09,27.68,59.23,17.72,30.13,52.15,20.85,30.34,48.81,0.224624,8.092741,-0.123568,0.385459,0.364888,0.409274,0.25604,0.220921,0.137852,0.011255,0.118188,0.083069,10.492742,1.098,2.857143,,33.539285,,0.079558693,1.302742898,0.071597934,1.18189925
icr073049,83.385,8.49,8.125,6.47,26.17,67.36,28.12,30.01,41.87,40.55,23.98,35.47,46.36,19.51,34.13,4.12,21.39,74.49,10.96,26.82,62.22,15.66,29.16,55.18,19.02,29.13,51.84,0.017997,10.616376,-0.094194,0.402853,0.029335,0.421827,0.232589,0.207849,0.145082,0.011206,0.087507,0.062767,16.352501,1.1425,2.142857,,45.367737,,0.047088724,0.823614955,0.046097768,0.817656875
icr073068,82.72,8.81,8.47,9.22,29.3,61.49,34.43,25.65,39.92,36.73,18.2,45.07,41.43,17.67,40.91,4.95,23.65,71.41,14.95,28.79,56.27,23.91,31.23,44.86,29.46,29.71,40.83,0.379079,7.210724,-0.138682,0.393887,0.614723,0.4212,0.267537,0.226712,0.133536,0.010979,0.134001,0.093176,11.314031,1.167,2.142857,,38.232043,,0.050527256,0.881399125,0.047340054,0.812809855
icr073069,77.305,11.67,11.025,8.38,29.42,62.19,31.09,27.35,41.56,37.44,22.72,39.84,38.94,20.27,40.78,6.03,24.22,69.75,16.54,30.02,53.44,22.93,29.87,47.2,25.62,25.8,48.58,0.989809,6.495687,-0.153948,0.361482,1.602311,0.389306,0.272683,0.2269,0.126082,0.010739,0.146601,0.100818,6.249464,1.12,2.857143,,34.162807,,0.063439377,1.083024502,0.061725019,1.014071941
icr073088,85.59,7.94,6.47,3.11,14.47,82.42,13.08,24.89,62.03,25.06,28.02,46.91,35.03,27.86,37.11,3,13.87,83.13,5.84,18.32,75.85,8.04,21.45,70.51,9.72,22.96,67.32,0.148175,7.923756,-0.126203,0.682742,0.240628,0.725824,0.426558,0.366894,0.226647,0.042244,0.199911,0.140247,78.420495,0.700814,0,,,,0.357662216,5.880225182,0.316354915,5.760682344
icr073089,86.235,8.07,5.7,2.15,11.24,86.61,9.15,25.1,65.74,15.6,28.23,56.17,21.55,29.76,48.69,1.76,12.08,86.16,5.1,19.74,75.16,7.5,24.85,67.64,9.35,26.92,63.73,0.11913,9.270567,-0.107868,0.605654,0.193872,0.638319,0.395824,0.347993,0.230553,0.039707,0.165271,0.11744,41.33125,0.6265,0,,,,0.501024723,9.397501469,0.444294035,8.676907063
icr073128,85.05,6.89,8.05,5.61,17.62,76.77,18.46,20.69,60.85,25.03,17.43,57.54,27.89,16,56.12,4.3,14.55,81.15,9.92,20.78,69.3,13.26,22.57,64.17,16.14,20.81,63.05,0.346488,7.837732,-0.127588,0.36359,0.562588,0.386785,0.251856,0.21627,0.132895,0.007774,0.118961,0.083375,7.635381,1.1515,0,,,,0.052588485,1.10318318,0.050681384,0.936254114
icr073129,87.485,6.135,6.385,5.89,22.5,71.6,35.58,17.66,46.76,40.97,11.24,47.79,40.05,8.71,51.24,3.74,18.07,78.19,9.21,25.29,65.5,12.92,27.33,59.75,18.78,23.55,57.66,0.297086,8.297052,-0.120525,0.377578,0.482768,0.400332,0.262038,0.226919,0.143249,0.006631,0.118789,0.08367,8.14874,1.2145,0,,,,0.027534143,0.584773242,0.023275849,0.493297145
icr073148,86.135,6.99,6.87,6.85,25.52,67.64,32.1,22.81,45.09,42.94,16.12,40.94,48.57,12.57,38.87,4.32,20.35,75.33,16.58,27.71,55.71,26.72,27.37,45.91,31.06,23.21,45.73,0.034519,12.92749,-0.077355,0.399188,0.056378,0.414627,0.267433,0.243841,0.181503,0.008962,0.08593,0.062337,8.38585,1.1425,2.142857,20.873066,31.912454,11.039388,0.03501175,0.6140185,0.030830571,0.600352943
icr073149,90.315,4.645,5.04,17.32,22.47,60.2,68.54,14.27,17.19,76.64,8.47,14.9,78.18,6.93,14.89,4.17,18.15,77.68,22.94,27.54,49.52,33.49,25.84,40.66,45.4,21.38,33.22,0.001981,11.36969,-0.087953,0.423051,0.003231,0.441656,0.208631,0.187834,0.134272,0.010474,0.074359,0.053562,27.975114,1.017,3.571429,28.903568,36.401056,7.497489,0.027877735,0.496762201,0.030436617,0.519761994
icr073168,84.735,7.465,7.8,6.54,24.43,69.03,22.37,25.4,52.23,28.2,20.96,50.84,32.3,19.09,48.61,5.25,21.52,73.22,16.18,26.07,57.75,22.75,25.98,51.27,27.35,24.91,47.74,0.302138,17.885113,-0.055912,0.43054,0.494735,0.442576,0.363926,0.340425,0.275006,0.011754,0.08892,0.065419,1.810898,1.195,2.142857,24.026088,32.180914,8.154826,0.062997274,1.150546372,0.060869705,1.115248561
icr073169,85.04,7.27,7.69,12.26,31.81,55.93,34.91,25.11,39.98,44.51,20.73,34.76,45.26,17.36,37.38,4.6,23.64,71.76,16.91,31.07,52.02,26.73,30.21,43.06,34.3,28.79,36.92,0.050228,7.362775,-0.135818,0.402778,0.081478,0.43013,0.209578,0.178206,0.106119,0.012829,0.103459,0.072087,25.588672,1.0945,2.857143,27.450254,35.389211,7.938957,0.037335243,0.642718375,0.03710475,0.622354537
icr073188,85.95,8.71,5.34,1.86,20.28,77.85,6.15,25.98,67.87,8.9,27.16,63.95,12.13,30.53,57.34,1.56,20.55,77.89,4.71,25.4,69.89,6.67,27.73,65.59,8.37,28.96,62.67,0.053031,14.073283,-0.071057,0.432171,0.086679,0.447525,0.308412,0.283326,0.216025,0.018123,0.092386,0.067301,7.514788,1.066,0,,,,0.162916414,3.086071491,0.161638685,3.107429862
icr073189,87.815,7.09,5.09,2.15,17.65,80.2,7.86,26.17,65.97,11.5,27.47,61.03,14.45,27.53,58.01,1.84,16.13,82.04,6.15,23.73,70.12,8.97,26.7,64.33,9.42,22.05,68.53,0.125099,8.05888,-0.124087,0.398588,0.203203,0.423318,0.245788,0.211944,0.131989,0.013298,0.113799,0.079955,15.030106,1.1625,0,,,,0.096123025,1.72180897,0.083094984,1.620900393
icr073208,88.235,4.945,6.815,11.72,21.27,67.01,68.62,18.42,12.95,81.25,10.56,8.19,85.22,8.03,6.75,8.89,20.46,70.66,45.17,26.92,27.91,61.97,22.09,15.94,70.44,18.19,11.38,0.006409,16.175231,-0.061823,0.577558,0.010486,0.595411,0.377922,0.351031,0.277249,0.024001,0.100673,0.073783,25.817823,1.162,6.428571,21.264862,35.847061,14.582199,0.098828036,1.856801212,0.08863309,1.752649903
icr073209,85.79,6.465,7.75,10.66,24.07,65.27,65.25,20.84,13.91,75.91,15.65,8.44,83.09,9.9,7.01,6.7,20.08,73.21,36.62,30.63,32.75,55.22,26.25,18.53,65.16,21.07,13.77,0.005165,13.521555,-0.073956,0.478083,0.008439,0.495761,0.283259,0.25932,0.195546,0.023551,0.087713,0.063774,22.930353,0.943,7.142857,26.25539,34.249506,7.994116,0.08747945,1.607048213,0.079057314,1.531746566
icr073228,86.535,6.4,7.06,7.83,22.76,69.41,38.55,32.62,28.82,55.44,26.35,18.21,62.64,22.63,14.73,6.3,20.73,72.97,30.32,32.65,37.03,38.4,29.22,32.38,51.94,28.71,19.35,0.062207,11.804112,-0.084716,0.47501,0.101511,0.495131,0.321975,0.291002,0.210607,0.015429,0.111369,0.080395,14.348569,0.949,6.428571,28.701383,34.9381,6.236717,0.095384344,1.793745458,0.089761224,1.706303716
icr073229,85.195,7.355,7.455,9.68,29.14,61.18,46.13,32.95,20.92,61.32,24.53,14.15,67.66,20.04,12.29,5.63,25.78,68.59,25.31,37.61,37.08,40.72,36.14,23.14,51.85,31.01,17.15,0.010475,14.224967,-0.070299,0.438808,0.017123,0.454231,0.280412,0.257837,0.197161,0.013579,0.083252,0.060677,13.03917,0.9345,5.714286,19.823721,23.86675,4.04303,0.051989306,0.988813311,0.049235135,0.920909435
icr073248,85.165,7.17,7.665,8.16,23.52,68.32,31.69,27.76,40.55,48.13,27.01,24.86,49.73,21.94,28.34,5.54,18.97,75.48,29.12,26.33,44.55,45.58,26.79,27.64,49.85,21.2,28.94,1.696785,16.918146,-0.059108,0.504427,2.777328,0.519335,0.467641,0.435777,0.347767,0.020322,0.119874,0.08801,0.972321,0.9775,5.714286,31.434048,39.457032,8.022984,0.14838358,2.930476904,0.13832745,2.811558604
icr073249,84.91,6.65,8.44,34.58,28.3,37.12,70.02,17.8,12.17,77.2,12.31,10.49,78.52,11.69,9.78,7.56,27.46,64.98,36.87,32.04,31.09,59.47,23.18,17.34,68.85,18.57,12.57,0.039551,10.176239,-0.098268,0.45711,0.064438,0.479569,0.278438,0.247614,0.170172,0.016227,0.108266,0.077442,20.864588,0.9675,5.714286,27.005289,34.806933,7.801644,0.041060532,1.047558784,0.036648395,0.766272724
icr073300,72.49,14.56,12.945,10.7,40,49.3,54.2,30.49,15.32,70.46,18.76,10.78,71.79,17.41,10.8,6.8,31.23,61.97,19.75,42.77,37.48,28.43,44.97,26.6,37.01,42.85,20.14,2.58647,8.327962,-0.120077,0.264365,4.203256,0.280237,0.238235,0.206416,0.130529,0.034891,0.107706,0.075887,0.5678,0.9595,7.142857,,48.046954,,0.049839925,0.888253927,0.046649259,0.876088589
icr073301,76.86,11.825,11.32,9.41,33.25,57.34,39.3,36.73,23.97,58.3,26.58,15.12,66.33,21.62,12.06,7.26,27.85,64.89,23.71,40.31,35.98,33.97,40.73,25.3,41.96,37.99,20.05,0.360922,11.499351,-0.086961,0.41156,0.588806,0.429454,0.321712,0.289986,0.208081,0.048588,0.113632,0.081905,4.411516,0.9245,6.428571,,30.968875,,0.076042663,1.468697131,0.069257893,1.41331172
icr073320,67.935,16.215,15.855,8.46,29.07,62.47,30.38,33.96,35.66,39.7,25.57,34.74,44.82,22.09,33.09,6.04,25.57,68.39,15.1,33.38,51.52,20.89,34.48,44.63,25.38,33.79,40.82,2.34891,6.102591,-0.163865,0.281531,3.798183,0.304597,0.240233,0.197545,0.105694,0.036012,0.13454,0.091852,1.641816,1.0785,3.571429,,49.659933,,0.049507901,0.93292284,0.04544742,0.886613965
icr073321,69.14,16.59,14.27,18.92,38.81,42.27,56.2,24.29,19.51,66.34,16.74,16.92,65.45,18.38,16.17,6.26,31.19,62.55,15.96,42.32,41.71,23.23,44.12,32.65,30.04,41.77,28.19,1.735976,8.363431,-0.119568,0.389865,2.82129,0.413173,0.335124,0.290541,0.184083,0.058105,0.151041,0.106458,2.769428,0.9995,4.285714,,30.152228,,0.028782949,0.578009069,0.029816495,0.592134237
icr073340,43.61,29.9,26.49,9.94,45.97,44.09,21.36,52.04,26.6,30.17,49.34,20.5,33.54,47.21,19.25,9.34,43.99,46.67,17.78,51.65,30.57,23.64,52.09,24.27,27.41,50.83,21.76,1.604487,6.271136,-0.159461,0.251323,2.59574,0.271361,0.202689,0.167551,0.091165,0.03224,0.111524,0.076386,1.504534,0.8955,4.285714,,37.088737,,0.10562142,1.732878745,0.101824436,1.702499807
icr073341,52.595,26.295,21.11,16.13,56.17,27.7,30.33,51.86,17.82,36.45,47.8,15.75,39.23,45.28,15.49,8.82,50.41,40.78,24.87,53.65,21.47,35.04,47.93,17.03,41.52,42.97,15.51,0.73302,8.562776,-0.116785,0.438687,1.19168,0.464303,0.342187,0.297653,0.190603,0.056495,0.151584,0.107049,7.24589,0.9925,4.285714,,35.26963,,0.031979485,0.522120029,0.031287026,0.50551042
icr073361,68.48,16.435,15.085,10.9,35.09,54.01,33.94,42.31,23.75,46.25,36.98,16.76,54.06,31.33,14.61,7.82,29.7,62.48,21.49,43.22,35.29,29.22,44.54,26.23,35.88,43.14,20.98,4.009849,5.227095,-0.191311,0.195427,6.464096,0.214121,0.179777,0.143066,0.068932,0.020931,0.110844,0.074133,0.417485,0.9315,5.714286,,31.385168,,0.107184172,1.780220926,0.094499346,1.675720215
